raw_stage,target,k,R2,MSE,WAIC,alpha_fixed,feature_added
8_to_12,x_mean,10,0.08283169834662418,75.1762539788926,6261.525279021009,463.4735470547498,mother_2d_couple_xy_xi2_xj
8_to_12,x_mean,11,0.1705200284031363,67.98882702635859,6175.896232094312,463.4735470547498,mother_z_adj_xj_pow3
8_to_12,x_mean,12,0.4829219206888202,42.38261717848385,5765.7846047154535,463.4735470547498,mother_x_adj_xj_pow3
8_to_12,x_mean,13,0.4829219206888202,42.38261717848385,5767.7846047154535,463.4735470547498,mother_z_adj_xi_xj2
8_to_12,x_mean,14,0.8456628829354615,12.650335047447744,4715.488988995239,463.4735470547498,mother_2d_couple_xy_xj_minus_xi_pow2
8_to_12,x_mean,15,0.9130986406148046,7.122922425988345,4216.6421801379465,463.4735470547498,mother_x_adj_xi_xj2
8_to_12,x_mean,16,0.9128573147405665,7.1427028470742995,4221.06037603344,463.4735470547498,mother_2d_couple_xz_xi_xj_pow3
8_to_12,x_mean,17,0.912857374692633,7.142697933066956,4223.059776118258,463.4735470547498,mother_z_adj_xi_xj_pow3
8_to_12,x_mean,18,0.9202214725785688,6.539095200612558,4148.069361933738,463.4735470547498,mother_3d_couple_prod_sq_xyz2
8_to_12,x_mean,19,0.9202214725785688,6.539095200612558,4150.069361933738,463.4735470547498,mother_2d_couple_xz_xi_xj
8_to_12,x_mean,20,0.9202214725785688,6.539095200612558,4152.069361933738,463.4735470547498,mother_2d_couple_xz_xj_minus_xi_pow2
8_to_12,x_half,1,-5.368448082022949,11.25809109092626,4587.816734122518,19.452691717098425,mother_y_adj_xi_xj
8_to_12,x_half,2,-5.368448082022949,11.25809109092626,4589.816734122518,19.452691717098425,mother_z_adj_xj
8_to_12,x_half,3,-3.8689823646918926,8.607347704780635,4357.710148153745,19.452691717098425,mother_2d_couple_yz_xi_xj
8_to_12,x_half,4,-0.2530969053977161,2.2152145899639692,3176.173373327234,19.452691717098425,mother_y_adj_xj_minus_xi_pow2
8_to_12,x_half,5,-0.3158322765981041,2.3261176725518213,3220.7717625246414,19.452691717098425,mother_z_adj_xj_pow2
8_to_12,x_half,6,-0.3158257193710641,2.3261060807388128,3222.7674170496693,19.452691717098425,mother_y_adj_xj_pow3
8_to_12,x_half,7,0.02037214515996122,1.7317782107904922,2967.4865102735484,19.452691717098425,mother_x_adj_xj_pow2
8_to_12,x_half,8,0.19582625557841482,1.4216118512743863,2797.390845504101,19.452691717098425,mother_x_adj_xj_minus_xi_pow2
8_to_12,x_half,9,0.1958264773627113,1.421611459205898,2799.3906050138653,19.452691717098425,mother_y_y_y
8_to_12,x_half,10,0.46413783086325633,0.9472928152389788,2447.4125912330837,19.452691717098425,mother_z_adj_xi_xj2
8_to_12,x_half,11,0.4641387252897913,0.9472912340789733,2449.41113574577,19.452691717098425,mother_2d_couple_xz_xi_xj
8_to_12,x_half,12,0.4641387252897913,0.9472912340789733,2451.41113574577,19.452691717098425,mother_2d_couple_xy_xi_xj
8_to_12,x_half,13,0.4641387252897913,0.9472912340789733,2453.41113574577,19.452691717098425,mother_y_y
8_to_12,x_half,14,0.4757090825760758,0.9268372499048295,2436.3766004286426,19.452691717098425,mother_x_adj_xj_pow3
8_to_12,x_half,15,0.4757090825760758,0.9268372499048295,2438.3766004286426,19.452691717098425,mother_z_adj_xi2_xj
8_to_12,x_half,16,0.4757090825760758,0.9268372499048295,2440.3766004286426,19.452691717098425,mother_x_adj_xi_xj
8_to_12,x_half,17,0.4757083051080665,0.9268386243064979,2442.377893511507,19.452691717098425,mother_z_adj_xj_pow3
8_to_12,x_half,18,0.4931767448653662,0.8959580575701246,2414.82941882332,19.452691717098425,mother_x_adj_xi2_xj
8_to_12,x_half,19,0.4931767448653662,0.8959580575701246,2416.82941882332,19.452691717098425,mother_y_adj_xi_xj_pow3
8_to_12,x_half,20,0.44062160252827576,0.9888646137839919,2504.8642777917003,19.452691717098425,mother_2d_couple_yz_xi_xj_pow3
8_to_12,y_mean,1,0.8175445020101664,2.997604173515615,3433.922052510916,1.708034213067775,mother_y
8_to_12,y_mean,2,0.9190124112757672,1.3305640917230883,2727.674601717162,1.708034213067775,mother_z
8_to_12,y_mean,3,0.9190124112757672,1.3305640917230883,2729.674601717162,1.708034213067775,mother_y_adj_xi_xj
8_to_12,y_mean,4,0.9144496083756535,1.405527450827081,2779.468625888518,1.708034213067775,mother_z_adj_xj_minus_xi
8_to_12,y_mean,5,0.8056957083135637,3.19227078442827,3496.7875490627357,1.708034213067775,mother_y_y_y
8_to_12,y_mean,6,0.8736578950615677,2.075704077030854,3123.4507597431684,1.708034213067775,mother_2d_couple_yz_xi_xj2
8_to_12,y_mean,7,0.8736577786630747,2.0757059893689984,3125.451563113029,1.708034213067775,mother_z_adj_xi2_xj
8_to_12,y_mean,8,0.8911097150442865,1.788984033009184,2997.8257527405754,1.708034213067775,mother_x_x
8_to_12,y_mean,9,0.9474835013583153,0.8628058745344737,2363.9516372477815,1.708034213067775,mother_z_adj_xi_xj2
8_to_12,y_mean,10,0.9654371655152605,0.567840914861099,2001.1518122554266,1.708034213067775,mother_x_adj_xj_pow2
8_to_12,y_mean,11,0.9664044475440394,0.5519492115231391,1978.399860226829,1.708034213067775,mother_2d_couple_xy_xi_xj
8_to_12,y_mean,12,0.9664038181514715,0.551959551961269,1980.4161964719024,1.708034213067775,mother_2d_couple_yz_xi2_xj
8_to_12,y_mean,13,0.9765502059002898,0.3852621676837041,1668.8879768338334,1.708034213067775,mother_y_adj_xi_xj2
8_to_12,y_mean,14,0.977438745660567,0.3706641395448658,1637.2046318329594,1.708034213067775,mother_2d_couple_xy_xi2_xj
8_to_12,y_mean,15,0.9782424259282304,0.35746028791495016,1607.5753648743657,1.708034213067775,mother_3d_couple_prod_xyz
8_to_12,y_mean,16,0.9782423751433563,0.3574611222715597,1609.577400228051,1.708034213067775,mother_x_adj_xi_xj
8_to_12,y_mean,17,0.9782423355454988,0.3574617728340492,1611.5789872257387,1.708034213067775,mother_y_adj_xj_pow3
8_to_12,y_mean,18,0.9777647492331748,0.3653081503825964,1632.5125643022252,1.708034213067775,mother_x_adj_xj_pow3
8_to_12,y_mean,19,0.9777778807450596,0.3650924096936943,1633.9974335740283,1.708034213067775,mother_x_adj_xi_xj2
8_to_12,y_mean,20,0.9776895470838527,0.36654366413333944,1639.4567915154107,1.708034213067775,mother_2d_couple_yz_xi_xj_pow2
8_to_12,y_half,1,0.05806707993849092,2.623139619894311,3317.5611236087175,1.6898854933653131,mother_z
8_to_12,y_half,2,0.05806707993849092,2.623139619894311,3319.5611236087175,1.6898854933653131,mother_y_adj_xj
8_to_12,y_half,3,0.33992853944903245,1.8381984144047985,3011.4901671918706,1.6898854933653131,mother_x_adj_xj
8_to_12,y_half,4,0.853564453947054,0.4078006771302325,1700.4650668433815,1.6898854933653131,mother_2d_couple_yz_xj_minus_xi_pow2
8_to_12,y_half,5,0.8567202924792097,0.3990121478078408,1683.4671023529245,1.6898854933653131,mother_2d_couple_yz_xi_xj
8_to_12,y_half,6,0.8567204196112803,0.3990117937644007,1685.466328627066,1.6898854933653131,mother_z_adj_xi2_xj
8_to_12,y_half,7,0.8567204177409442,0.3990117989730017,1687.466340009938,1.6898854933653131,mother_y_y
8_to_12,y_half,8,0.8567204176825621,0.3990117991355868,1689.4663403652512,1.6898854933653131,mother_z_adj_xj_minus_xi
8_to_12,y_half,9,0.8567204176825621,0.3990117991355868,1691.4663403652512,1.6898854933653131,mother_y_adj_xi_xj
8_to_12,y_half,10,0.8567203993942225,0.3990118500658252,1693.4664516681376,1.6898854933653131,mother_y_adj_xi2_xj
8_to_12,y_half,11,0.876463014758663,0.3440316752998599,1566.1860133716532,1.6898854933653131,mother_x_adj_xj_pow3
8_to_12,y_half,12,0.8770258417062549,0.34246428803275375,1564.2041572651592,1.6898854933653131,mother_x_adj_xj_pow2
8_to_12,y_half,13,0.8814496688742526,0.33014460361702913,1534.257013736103,1.6898854933653131,mother_3d_couple_prod_xyz
8_to_12,y_half,14,0.9146964826375329,0.23755729452073712,1249.2627022928828,1.6898854933653131,mother_z_adj_xi_xj2
8_to_12,y_half,15,0.913458145705621,0.2410058741379185,1263.8303785235348,1.6898854933653131,mother_2d_couple_xz_xi_xj2
8_to_12,y_half,16,0.9129088227595991,0.2425356548188327,1271.3478909788864,1.6898854933653131,mother_2d_couple_xz_xi2_xj
8_to_12,y_half,17,0.9136251663391656,0.24054074712955148,1266.1458443184652,1.6898854933653131,mother_z_adj_xi_xj_pow2
8_to_12,y_half,18,0.9136251729925781,0.2405407286008118,1268.145777148716,1.6898854933653131,mother_y_y_y
8_to_12,y_half,19,0.9148045621329715,0.237256309598621,1258.1571784200914,1.6898854933653131,mother_2d_couple_xy_xi_xj_pow2
8_to_12,y_half,20,0.9159597807871673,0.23403920171660295,1248.2522840224822,1.6898854933653131,mother_2d_couple_yz_xi_xj_pow3
8_to_12,z_mean,1,0.8825568601577073,2.993643691828206,3432.769190665743,2.405237741445569,mother_z
8_to_12,z_mean,2,0.8825568601577073,2.993643691828206,3434.769190665743,2.405237741445569,mother_y
8_to_12,z_mean,3,0.886046559137853,2.904690728272214,3410.465878562627,2.405237741445569,mother_x_adj_xj_minus_xi
8_to_12,z_mean,4,0.8979557715848546,2.601123071919675,3316.2113616906136,2.405237741445569,mother_z_adj_xj_minus_xi
8_to_12,z_mean,5,0.8979557715848546,2.601123071919675,3318.2113616906136,2.405237741445569,mother_z_adj_xj
8_to_12,z_mean,6,0.9575977342424797,1.0808402736394809,2554.4170091522783,2.405237741445569,mother_2d_couple_yz_xj_minus_xi_pow2
8_to_12,z_mean,7,0.9613164629678632,0.9860493066633464,2476.3781446527046,2.405237741445569,mother_y_adj_xj_pow2
8_to_12,z_mean,8,0.9490195083479067,1.2995005706210698,2719.0753742978754,2.405237741445569,mother_z_adj_xi2_xj
8_to_12,z_mean,9,0.9421804819556774,1.473828404880582,2830.8456626339935,2.405237741445569,mother_x_adj_xj_pow2
8_to_12,z_mean,10,0.9107944990478354,2.273861934894003,3210.9590818562947,2.405237741445569,mother_2d_couple_yz_xi2_xj
8_to_12,z_mean,11,0.9107944990478354,2.273861934894003,3212.9590818562947,2.405237741445569,mother_y_adj_xi2_xj
8_to_12,z_mean,12,0.9210795001956593,2.0116956742850434,3108.1376052402957,2.405237741445569,mother_z_z_z
8_to_12,z_mean,13,0.923324607466782,1.9544675447518958,3084.9715241334507,2.405237741445569,mother_2d_couple_xz_xi2_xj
8_to_12,z_mean,14,0.9610572552102494,0.9926565522589199,2496.2016879017647,2.405237741445569,mother_z_adj_xi_xj2
8_to_12,z_mean,15,0.9680063022578101,0.8155242745789937,2326.8069946735923,2.405237741445569,mother_x_adj_xi_xj
8_to_12,z_mean,16,0.9680062709130064,0.8155250735628601,2328.807848987328,2.405237741445569,mother_y_adj_xj_pow3
8_to_12,z_mean,17,0.9680060897131952,0.8155296923739048,2330.812787636006,2.405237741445569,mother_y_adj_xi_xj2
8_to_12,z_mean,18,0.9687417762213936,0.796776930165842,2312.5273830311435,2.405237741445569,mother_x_adj_xi2_xj
8_to_12,z_mean,19,0.9691277868612591,0.7869374596053325,2303.6919334278664,2.405237741445569,mother_x_adj_xj_pow3
8_to_12,z_mean,20,0.9691277632575351,0.786938061267885,2305.692600125759,2.405237741445569,mother_2d_couple_xy_xi_xj
8_to_12,z_half,1,-3.1377569968360683,11.85387755075084,4632.783991146385,0.6707101441804325,mother_z_adj_xj
8_to_12,z_half,2,-2.2836053396142306,9.406897420641544,4433.167262152836,0.6707101441804325,mother_y_adj_xi_xj
8_to_12,z_half,3,-1.9183925631666727,8.36063309547953,4332.3505836333325,0.6707101441804325,mother_z_adj_xi_xj
8_to_12,z_half,4,0.6799228659978316,0.9169593951887869,2407.033301380562,0.6707101441804325,mother_z_adj_xj_pow2
8_to_12,z_half,5,0.7824565745741247,0.6232200510907356,2072.2987095218073,0.6707101441804325,mother_2d_couple_xz_xi_xj
8_to_12,z_half,6,0.7842238615473904,0.6181571139984541,2067.185793724795,0.6707101441804325,mother_2d_couple_yz_xi_xj
8_to_12,z_half,7,0.7842439200876756,0.6180996501404822,2069.1047288754185,0.6707101441804325,mother_y_y
8_to_12,z_half,8,0.7911477165403737,0.5983216018287595,2042.7461678755444,0.6707101441804325,mother_2d_couple_xy_xi_xj
8_to_12,z_half,9,0.7971614474745692,0.5810934199486677,2019.2690576591028,0.6707101441804325,mother_x_adj_xj_pow2
8_to_12,z_half,10,0.8062634555058806,0.5550179184748938,1981.2345463601437,0.6707101441804325,mother_z_adj_xi2_xj
8_to_12,z_half,11,0.8224773284256731,0.5085682926603238,1907.0209701831723,0.6707101441804325,mother_x_x
8_to_12,z_half,12,0.8230724649863386,0.5068633409385339,1906.0927192811546,0.6707101441804325,mother_z_z
8_to_12,z_half,13,0.8231138883584803,0.5067446709486133,1907.88853732823,0.6707101441804325,mother_y_y_y
8_to_12,z_half,14,0.8231139252900058,0.5067445651468998,1909.888355265923,0.6707101441804325,mother_x_adj_xi_xj
8_to_12,z_half,15,0.8227982386029724,0.5076489467563943,1913.4432172857864,0.6707101441804325,mother_z_adj_xj_minus_xi_pow2
8_to_12,z_half,16,0.8223837828900225,0.5088362826186199,1917.4803493814127,0.6707101441804325,mother_x_adj_xj_minus_xi_pow2
8_to_12,z_half,17,0.8231706397589005,0.5065820891073094,1915.608723604914,0.6707101441804325,mother_z_adj_xj_pow3
8_to_12,z_half,18,0.8226938262306458,0.5079480681106183,1919.9568734399638,0.6707101441804325,mother_2d_couple_yz_xi_xj2
8_to_12,z_half,19,0.8300551640879765,0.4868592517211522,1884.9804600875736,0.6707101441804325,mother_2d_couple_xz_xi2_xj
8_to_12,z_half,20,0.8300479892085768,0.48687980636994144,1887.0172741674814,0.6707101441804325,mother_2d_couple_xy_xj_minus_xi_pow2
12_to_14,x_mean,1,-0.03570502250444729,58.12313398034551,3010.5922002395882,25807.389433351404,mother_x
12_to_14,x_mean,2,-0.03570502250444729,58.12313398034551,3012.5922002395882,25807.389433351404,mother_x_adj_xj
12_to_14,x_mean,3,-0.03570502250444729,58.12313398034551,3014.5922002395882,25807.389433351404,mother_z_adj_xj
12_to_14,x_mean,4,-0.03570502250444729,58.12313398034551,3016.5922002395882,25807.389433351404,mother_z_adj_xj_pow2
12_to_14,x_mean,5,-0.03570502250444729,58.12313398034551,3018.5922002395882,25807.389433351404,mother_2d_couple_xz_xi_xj
12_to_14,x_mean,6,-0.03570502250444729,58.12313398034551,3020.5922002395882,25807.389433351404,mother_y_adj_xj_pow3
12_to_14,x_mean,7,-0.03570502250444729,58.12313398034551,3022.5922002395882,25807.389433351404,mother_y_adj_xi2_xj
12_to_14,x_mean,8,-0.03570502250444729,58.12313398034551,3024.5922002395882,25807.389433351404,mother_x_adj_xj_minus_xi
12_to_14,x_mean,9,-0.03570502250444729,58.12313398034551,3026.5922002395882,25807.389433351404,mother_x_x_x
12_to_14,x_mean,10,-0.03570502250444729,58.12313398034551,3028.5922002395882,25807.389433351404,mother_2d_couple_xz_xj_minus_xi_pow2
12_to_14,x_mean,11,-0.03570502250444729,58.12313398034551,3030.5922002395882,25807.389433351404,mother_x_adj_xj_pow3
12_to_14,x_mean,12,-0.03570502250444729,58.12313398034551,3032.5922002395882,25807.389433351404,mother_x_adj_xi2_xj
12_to_14,x_mean,13,-0.03570502250444729,58.12313398034551,3034.5922002395882,25807.389433351404,mother_2d_couple_yz_xi2_xj
12_to_14,x_mean,14,-0.03570502250444729,58.12313398034551,3036.5922002395882,25807.389433351404,mother_3d_couple_prod_xyz
12_to_14,x_mean,15,0.2770626351999038,40.5708038492142,2881.843630188877,25807.389433351404,mother_2d_couple_xy_xi_xj_pow3
12_to_14,x_mean,16,0.8118326993374787,10.559834112497722,2296.991501086849,25807.389433351404,mother_2d_couple_xz_xi_xj_pow3
12_to_14,x_mean,17,0.8118326993374787,10.559834112497722,2298.991501086849,25807.389433351404,mother_3d_couple_prod_sq_xyz2
12_to_14,x_mean,18,0.8118326993374787,10.559834112497722,2300.991501086849,25807.389433351404,mother_2d_couple_xy_xi_xj2
12_to_14,x_mean,19,0.8118326993374787,10.559834112497722,2302.991501086849,25807.389433351404,mother_2d_couple_xy_xj_minus_xi_pow2
12_to_14,x_mean,20,0.8118326993374787,10.559834112497722,2304.991501086849,25807.389433351404,mother_2d_couple_xy_xi_xj_pow2
12_to_14,x_half,1,-30.133534777455164,14.65412662330024,2409.8531827389265,163.86804555073678,mother_y_adj_xj
12_to_14,x_half,2,-30.133534777455164,14.65412662330024,2411.8531827389265,163.86804555073678,mother_y
12_to_14,x_half,3,-30.133534777455164,14.65412662330024,2413.8531827389265,163.86804555073678,mother_y_adj_xj_minus_xi
12_to_14,x_half,4,-6.620749771606648,3.586982105176124,1802.2220884003218,163.86804555073678,mother_x_adj_xj_pow2
12_to_14,x_half,5,-6.620749771606648,3.586982105176124,1804.2220884003218,163.86804555073678,mother_y_adj_xj_pow2
12_to_14,x_half,6,-4.811936907636788,2.735598767693258,1688.0831490947758,163.86804555073678,mother_x_adj_xj_minus_xi_pow2
12_to_14,x_half,7,-4.811936907636788,2.735598767693258,1690.0831490947758,163.86804555073678,mother_y_y
12_to_14,x_half,8,-4.811936907636788,2.735598767693258,1692.0831490947758,163.86804555073678,mother_y_adj_xi2_xj
12_to_14,x_half,9,-4.811936907636788,2.735598767693258,1694.0831490947758,163.86804555073678,mother_x_adj_xi_xj
12_to_14,x_half,10,-4.811936907636788,2.735598767693258,1696.0831490947758,163.86804555073678,mother_y_adj_xj_pow3
12_to_14,x_half,11,-4.811936907636788,2.735598767693258,1698.0831490947758,163.86804555073678,mother_z_adj_xj_pow2
12_to_14,x_half,12,-4.811936907636788,2.735598767693258,1700.0831490947758,163.86804555073678,mother_y_adj_xj_minus_xi_pow2
12_to_14,x_half,13,-4.812084383798522,2.735668182694266,1702.0942123240848,163.86804555073678,mother_y_adj_xi_xj_pow3
12_to_14,x_half,14,-3.682794157899287,2.204126805106578,1609.8989016933606,163.86804555073678,mother_z_adj_xi_xj_pow3
12_to_14,x_half,15,-3.682794157899287,2.204126805106578,1611.8989016933606,163.86804555073678,mother_3d_couple_prod_sq_xyz2
12_to_14,x_half,16,-5.190465318433912,2.91376688454822,1735.5931648288044,163.86804555073678,mother_2d_couple_xy_xi_xj_pow3
12_to_14,x_half,17,-5.190465318433912,2.91376688454822,1737.5931648288044,163.86804555073678,mother_3d_couple_prod_sq_xy2z
