dest_label,train_size,display_model,display_label,all_target_R2_mean,all_target_R2_std,all_target_R2_count,mean_target_R2_mean,mean_target_R2_std,mean_target_R2_count,half_target_R2_mean,half_target_R2_std,half_target_R2_count,position_RMSE_mean,position_RMSE_std,position_RMSE_count,mean_vector_RMSE_mean,mean_vector_RMSE_std,mean_vector_RMSE_count,half_vector_RMSE_mean,half_vector_RMSE_std,half_vector_RMSE_count,half_radius_R2_mean,half_radius_R2_std,half_radius_R2_count,radius_balance_mean,radius_balance_std,radius_balance_count,half_direction_cos_mean,half_direction_cos_std,half_direction_cos_count,pairwise_distance_corr_mean,pairwise_distance_corr_std,pairwise_distance_corr_count,half_radius_wasserstein_mean,half_radius_wasserstein_std,half_radius_wasserstein_count,all_target_R2_se,all_target_R2_ci95,mean_target_R2_se,mean_target_R2_ci95,half_target_R2_se,half_target_R2_ci95,position_RMSE_se,position_RMSE_ci95,mean_vector_RMSE_se,mean_vector_RMSE_ci95,half_vector_RMSE_se,half_vector_RMSE_ci95,half_radius_R2_se,half_radius_R2_ci95,radius_balance_se,radius_balance_ci95,half_direction_cos_se,half_direction_cos_ci95,pairwise_distance_corr_se,pairwise_distance_corr_ci95,half_radius_wasserstein_se,half_radius_wasserstein_ci95
4-8,5,MotherCopyBaseline,Mother copy,0.1992899140794119,0.12333732067492995,3,0.808323868309159,0.00038151592305883333,3,-0.4097440401503354,0.24630108091189923,3,3.6072435488529777,0.1904028555128634,3,2.30021036977413,0.001995280442469786,3,2.7757952178093306,0.24606511884288637,3,-0.548977152743953,0.7678727297645194,3,3.7007434154171876e-16,6.409875621278545e-16,3,0.8437087462028288,0.025048161015349228,3,0.954719254479058,0.006318800621385606,3,0.745704087893048,0.21093430064065768,3,0.071208835292798,0.1395693171738841,0.000220268320878146,0.00043172590892116613,0.14220199536618083,0.2787159109177144,0.10992913988482511,0.2154611141742572,0.0011519757005687267,0.0022578723731147042,0.1420657626021177,0.27844889470015066,0.443331527232918,0.8689297933765193,3.700743415417188e-16,7.253457094217688e-16,0.014461562504916968,0.02834466250963726,0.003648161239712554,0.007150396029836606,0.12178297525620917,0.23869463150216996
4-8,5,RandomForest_full64_quick,RF quick,0.021372392300541814,0.24552046954291445,3,0.09752912509812983,0.378033853656851,3,-0.054784340497046224,0.23282115758920102,3,11.626054017634424,3.3975707822440406,3,,,0,,,0,-0.6398442284710758,0.9225454825580799,3,0.3916880883123562,0.2611628029354636,3,0.8874641072846755,0.04327818343522531,3,,,0,0.6747030615939984,0.23844661690632135,3,0.14175130918216497,0.2778325659970433,0.2182579471715745,0.427785576456286,0.1344193580071655,0.2634619416940444,1.9615884057194044,3.8447132752100326,,,,,0.5326318826945806,1.043958490081378,0.15078241457710712,0.29553353257112996,0.02498667085636534,0.04897387487847606,,,0.13766721845822022,0.2698277481781116
4-8,5,Ridge_full64,Full ridge,-18593.99620805332,30693.279292053074,3,-2018.1898412970543,3396.7837017603797,3,-35169.80257480959,57990.03788078868,3,400.39688699986255,513.9511636085847,3,294.49138090711114,375.24677453850785,3,269.8423580022018,352.84848030094577,3,-257311.5229276761,419842.30395916547,3,-327.24125292681674,430.3031852499616,3,0.8133153887259018,0.062493557232236985,3,0.14802021156663628,0.09447551766163512,3,85.54225904904588,111.79634830842848,3,17720.77306157921,34732.71520069525,1961.1339845902887,3843.822609796966,33480.56398078994,65621.90540234829,296.72984265973776,581.590491613086,216.6488262923463,424.63169953299877,203.7171650849014,399.28564356640675,242396.06720801687,475096.2917277131,248.43565983721874,486.9338932809487,0.03608067209064931,0.07071811729767265,0.05454546555377428,0.10690911248539758,64.54565179028835,126.50947750896516
4-8,10,FixedTerm_cross15to24_RIDGE,15-24 FixedTerm,0.19050262707727442,0.3804999325736145,3,0.8311832499496165,0.08654153011122613,3,-0.45017799579506773,0.6792088096459694,3,4.120756409766916,1.6092011704446703,3,3.3346355275960846,1.5795576533277105,3,2.3901162381595142,0.5628512316743449,3,-3.0534390177462956,2.70535837301331,3,0.18272926300967848,1.0716458754694986,3,0.9374496545360023,0.012601148669787073,3,0.8802058019500373,0.11373463650327988,3,0.7243878669672702,0.4674017700947027,3,0.2196817384980108,0.43057620745610115,0.04996477570579851,0.09793096038336509,0.39214138908506574,0.7685971226067289,0.9290727289364913,1.820982548715523,0.9119580363492873,1.7874377512446031,0.3249623101208955,0.6369261278369551,1.5619393849136425,3.061401194430739,0.6187150346782673,1.2126814679694038,0.007275276576600062,0.01425954209013612,0.06566472300135287,0.1287028570826516,0.2698545377838842,0.528914894056413
4-8,10,FixedTerm_crossPrev_RIDGE,Prev-stage FixedTerm,0.09089810794226906,0.40157108516565504,3,0.6349289531383189,0.29349151561186115,3,-0.4531327372537808,0.5251547848596448,3,4.423029307845778,1.2061765258241357,3,3.7161747751500323,1.1877137700851463,3,2.3833270026829356,0.3920157613219496,3,-2.976542604526479,1.3575792485657145,3,0.04214441161887309,0.5847352996943257,3,0.9434095035668625,0.016047831292160357,3,0.9055466220142104,0.051658790351169756,3,0.588201120229443,0.1700214770376194,3,0.2318471741191611,0.45442046127355573,0.1694474055433793,0.3321169148650234,0.303198256404936,0.5942685825536745,0.6963863418747723,1.3649172300745538,0.6857268648788846,1.3440246551626138,0.2263304053258037,0.4436075944385752,0.7837987446056652,1.5362455394271037,0.33759708268319544,0.661690282059063,0.009265219716438483,0.018159830644219426,0.029825216515258303,0.05845742436990627,0.09816194553568734,0.1923974132499472
4-8,10,FixedTerm_sameStage_RIDGE,Same-stage FixedTerm,-44.384426941408464,69.74901132768571,3,0.9554703788462842,0.008586369190154567,3,-89.72432426166323,139.50458628237607,3,12.640159071781028,17.25979527203367,3,2.0833215724557497,0.43290435336477917,3,11.853759942885508,17.891220706159803,3,-565.0066952434912,977.3967890718293,3,-12.48813462945914,22.954191964796234,3,0.9646148521038569,0.019840181015398632,3,0.6879804243837769,0.4862049225307026,3,1.4970611739358801,2.0928179250177132,3,40.2696104657496,78.92843651286921,0.004957342563297249,0.009716391424062608,80.5430104433172,157.86430046890172,9.96494744646647,19.53129699507428,0.24993744494851614,0.4898773920990916,10.32950109083237,20.245822138031443,564.3002992756966,1106.0285865803653,13.252608909905451,25.975113463414683,0.011454733850011304,0.022451278346022157,0.28071054290442227,0.5501926640926676,1.208288992373851,2.3682464250527477
4-8,10,FixedTerm_unionAllStages_RIDGE,Union FixedTerm,-97.51193012313225,142.59374881056766,3,0.834728975228045,0.15307095942479637,3,-195.8585892214925,285.03565187457707,3,17.859660049924717,25.45615065092292,3,3.5438262258294775,1.7600335788206458,3,16.872756796020447,26.02875590740799,3,-1188.043408456402,2054.940372659306,3,-18.756025275673135,33.43122312625427,3,0.9568893793485674,0.021107694305847052,3,0.6673230431193432,0.48191220694863146,3,2.126438711709173,3.245280162908057,3,82.32653926053912,161.36001695065667,0.08837555962902047,0.17321609687288012,164.56541033842754,322.548204263318,14.697115430842015,28.80634624445035,1.0161558605148804,1.9916654866091654,15.027709229813066,29.45431009043361,1186.4203773234801,2325.383939554021,19.301525671281343,37.83099031571143,0.012186532989453127,0.023885604659328128,0.278232142407559,0.5453349991188157,1.8736633756507193,3.6723802162754096
4-8,10,LinearRegression_full64,Full linear,-14.243668809420157,18.635586546289943,3,-0.38146028921835723,1.3030088393294394,3,-28.10587732962196,35.988175575053226,3,16.055072932924332,14.432111768019368,3,13.11197287849672,12.883727938587313,3,9.13873976597705,6.766303192757576,3,-157.76468287405956,212.21857551254064,3,-8.254079084330838,8.21838156074018,3,0.8839101762176775,0.039345140597496234,3,0.6106480162503326,0.2628394777946293,3,3.266364508821146,2.1002675209550423,3,10.759260909007068,21.08815138165385,0.7522925041433137,1.4744933081208949,20.777782855900497,40.724454397564976,8.332383614240749,16.331471883911867,7.438423793509288,14.579310635278205,3.906526969757211,7.656792860724133,122.52445169920426,240.14792533044036,4.7448848063964,9.299974220536944,0.022715927515268124,0.04452321792992552,0.1517504432583899,0.2974308687864442,1.2125900185936218,2.376676436443499
4-8,10,MotherCopyBaseline,Mother copy,0.38323278150307827,0.0235753134057689,3,0.8085039037619185,0.00048714213044238376,3,-0.042038340755761766,0.04761121344355293,3,3.3085073098357953,0.03248191470659127,3,2.2994625207439268,0.0028284818415960995,3,2.3786797759546086,0.04370311277921173,3,-0.3484083401466263,0.1552161260650394,3,1.5173048003210472e-15,7.050863183406403e-16,3,0.8872167570830983,0.0036457556839163876,3,0.9641186144983646,0.005648572746107394,3,0.6867602766896531,0.040958183449724225,3,0.013611213541050469,0.02667797854045892,0.00028125164014451806,0.0005512532146832554,0.027488346898080013,0.053877159920236825,0.018753442199644935,0.03675674671130407,0.0016330247526434767,0.0032007285151812144,0.02523200392750247,0.04945472769790484,0.08961407216622139,0.17564358144579392,4.0708177569589086e-16,7.978802803639461e-16,0.0021048780255087346,0.00412556092999712,0.0032612049955022876,0.006391961791184483,0.02364721824021636,0.04634854775082406
4-8,10,RandomForest_full64_quick,RF quick,0.5931387314296858,0.08491632520346389,3,0.6771042725250798,0.06265450385657093,3,0.509173190334292,0.10735287863737662,3,7.465531326340579,0.6093222635047371,3,,,0,,,0,-0.056781572455886296,0.26667850084832395,3,0.5020711389054759,0.09436372947155215,3,0.9608214652979691,0.008152800734938426,3,,,0,0.3979388270301583,0.03531235952684328,3,0.04902646321481368,0.09609186790103481,0.03617359466753367,0.07090024554836599,0.061980213379570624,0.12148121822395842,0.35179237285769205,0.6895130508010764,,,,,0.15396690425186568,0.3017751323336567,0.05448092461213766,0.10678261223978981,0.004707021698966079,0.009225762529973515,,,0.020387600278543815,0.039959696545945875
4-8,10,Ridge_full64,Full ridge,-48.98299186913536,81.98245350886651,3,-10.79761297122335,19.122813130657395,3,-87.16837076704739,144.84242283691188,3,18.921920169621952,17.87763995762754,3,13.570017281713646,10.035441878599237,3,11.640468717459422,16.627979120503458,3,-512.5095992296145,884.7619620471896,3,-11.96808439290381,21.61199850421704,3,0.9537672327032979,0.0085249776089092,3,0.5912748720530184,0.38486520954633907,3,1.6843072783573791,2.521735914478647,3,47.33259160217006,92.77187954025332,11.040561308647957,21.639500164949997,83.62481181496868,163.9046311573386,10.32166024201147,20.230454074342482,5.793965070046113,11.35617153729038,9.600168221302148,18.81632971375221,510.8175569566864,1001.2024116351054,12.4776931541355,24.45627858210558,0.004921898117339259,0.009646920309984947,0.2222020323333006,0.4355159833732692,1.455924909049394,2.853612821736812
4-8,20,FixedTerm_cross15to24_RIDGE,15-24 FixedTerm,0.5946458450983338,0.03445583278940592,3,0.9193144672690673,0.019467833864170073,3,0.2699772229276004,0.04979301091479248,3,2.336827787536352,0.06733183090970264,3,1.5675233508201183,0.0881430661124414,3,1.7318943026376548,0.05504127487952276,3,-0.6947616133188216,0.46476371763944846,3,0.8150777236141044,0.07506884353830628,3,0.9555681635886083,0.005099428453487506,3,0.9780432040985235,0.004099202357117946,3,0.3279812258429377,0.14058941430052838,3,0.019893084336116244,0.03899044529878784,0.011239759122017504,0.022029927879154306,0.02874800825541741,0.05634609618061812,0.03887405070074719,0.07619313937346449,0.050889422947217024,0.09974326897654537,0.03177809486823265,0.062285065941735995,0.2683314574887068,0.5259296566778653,0.04334101702459504,0.08494839336820627,0.0029441563903342487,0.0057705465250551275,0.0023666755843447947,0.004638684145315797,0.08116933619162188,0.15909189893557887
4-8,20,FixedTerm_crossPrev_RIDGE,Prev-stage FixedTerm,0.5505218611478561,0.026172178090819623,3,0.8428051550283762,0.02321360714839167,3,0.25823856726733607,0.041805814190349865,3,2.8978751314547075,0.3031770739998247,3,2.271084866297874,0.385570413091991,3,1.7891390020042477,0.038793728522091134,3,-0.7067249134184275,0.1789670787030205,3,0.8737774458248674,0.08645095797062072,3,0.95687986106742,0.0029868440156750843,3,0.9683213526361198,0.007786447966129634,3,0.25567104990569467,0.11174284749180301,3,0.015110514066013537,0.02961660756938653,0.013402382335986153,0.02626866937853286,0.024136598076489973,0.047307732229920345,0.17503936528592187,0.3430771559604069,0.22260918179021624,0.43631399630882384,0.02239756960509858,0.04389923642599322,0.10332669106526983,0.20252031448792887,0.0499124838560389,0.09782846835783625,0.0017244551964774328,0.003379932185095768,0.004495507829275959,0.00881119534538088,0.06451476307940777,0.12644893563563925
4-8,20,FixedTerm_sameStage_RIDGE,Same-stage FixedTerm,-0.052683499681627145,0.9611421499020147,3,0.9686393767876799,0.0032769231023273516,3,-1.074006376150934,1.9194928060945273,3,3.025536062171598,1.3685536838810997,3,1.4116948732025838,0.09328516945554413,3,2.6031531524701994,1.56240411952619,3,-9.303161750638674,12.289187173549985,3,-0.9774719190687473,1.8354208041697146,3,0.9796487988837314,0.0036123498236872035,3,0.8331253923206643,0.20438384904438553,3,0.4692293791463397,0.18940707813729057,3,0.5549156789754239,1.0876347307918308,0.0018919324352424,0.0037081875730751042,1.1082196883062256,2.1721105890802024,0.7901348377892069,1.5486642820668455,0.05385821769655826,0.10556210668525419,0.902054438991426,1.7680267004231949,7.09516552277078,13.906524424630728,1.0596806953636242,2.076974162912703,0.0020855911431129043,0.004087758640501292,0.11800107026378782,0.23128209771702413,0.1093542275489852,0.21433428599601098
4-8,20,FixedTerm_unionAllStages_RIDGE,Union FixedTerm,-0.18873654934392906,1.1783430179621706,3,0.9442731310224254,0.02187653765204136,3,-1.3217462297102833,2.3503597707554302,3,3.2279748259292695,1.486756525695744,3,1.5548584747140868,0.43315007564331337,3,2.708360700208475,1.7387795592549347,3,-10.365366671620789,14.965979456218934,3,-0.955906818388176,2.2002348491503216,3,0.9761585794360799,0.004109962371305101,3,0.8252682139954262,0.20405930807874023,3,0.40265055523693505,0.21629379824653985,3,0.6803166586181753,1.3334206508916235,0.012630424902343063,0.0247556328085924,1.3569808463381148,2.659682458822705,0.8583792803298707,1.6824233894465463,0.25007931277217377,0.4901554530334606,1.0038848465972554,1.9676142993306205,8.640612267734411,16.935600044759447,1.2703061824373338,2.4898001175771745,0.002372887881432233,0.004650860247607177,0.11781369644990945,0.23091484504182253,0.12487728264168639,0.2447594739777053
4-8,20,LinearRegression_full64,Full linear,-18542.07387395758,31981.87454793231,3,-1539.1122066686983,2632.26991971549,3,-35545.03554124646,61331.51825290821,3,232.29227960283757,369.28823037000154,3,70.87200915598221,101.05324121103425,3,219.99411225241147,356.33020867431065,3,-217323.18914988873,375586.0082069437,3,-255.24416803457817,416.44200405234545,3,0.7968717611520733,0.11115903550548036,3,0.4251087128367565,0.4080255353518067,3,89.00322817086207,145.78418242617934,3,18464.743879437563,36190.89800369762,1519.7417467274927,2978.6938235858856,35409.768573125,69403.14640332501,213.20865921268094,417.88897205685464,58.34311601567481,114.35250739072262,205.7273418985088,403.22559012107723,216844.68294213596,425015.5785665865,240.43290314148888,471.2484901573182,0.06417769907194826,0.12578829018101859,0.23557365267160676,0.46172435923634925,84.16853696734415,164.97033245599454
4-8,20,MotherCopyBaseline,Mother copy,0.3628416141631828,0.03601883755630611,3,0.8082890586604424,0.0006705520542774133,3,-0.08260583033407683,0.07137457434377796,3,3.3658380083062345,0.06797426710222951,3,2.300406903172828,0.003974736421417949,3,2.4563995634761366,0.09616052350291629,3,-0.35929562057566783,0.21553597085023882,3,3.7007434154171876e-16,6.409875621278545e-16,3,0.8775946159995037,0.01096511194316805,3,0.9628382046118823,0.006415225431934443,3,0.692662966945551,0.060187386768104485,3,0.020795485559030737,0.04075915169570025,0.00038714340904272114,0.0007588010817237334,0.04120812971067517,0.08076793423292333,0.039244961409439734,0.07692012436250188,0.0022948151428634628,0.004497837680012387,0.05551830412982406,0.10881587609445516,0.12443975079043272,0.24390191154924812,3.700743415417188e-16,7.253457094217688e-16,0.006330710332082454,0.01240819225088161,0.003703832130039484,0.007259510974877389,0.034749203952385246,0.06810843974667508
4-8,20,RandomForest_full64_quick,RF quick,0.6813092810592593,0.10051108998500041,3,0.7824259987780496,0.10630864472730099,3,0.5801925633404688,0.09657036405686481,3,5.6243927666376194,2.4288994994711537,3,,,0,,,0,0.0695325416921569,0.20868452329469211,3,0.4425518137903577,0.16132725460743605,3,0.9648030014435158,0.015899720479460776,3,,,0,0.4183072300443261,0.15106709646696528,3,0.05803010485938269,0.11373900552439006,0.06137732465049152,0.12029955631496338,0.055754925683971064,0.10927965434058329,1.402325779854218,2.748558528514267,,,,,0.12048406569989922,0.23614876877180246,0.0931423338752265,0.18255897439544394,0.009179707898856485,0.01799222748175871,,,0.08721862881089758,0.17094851246935924
4-8,20,Ridge_full64,Full ridge,0.31287833238534274,0.2526974562633185,3,0.9179509681014905,0.02732825439559915,3,-0.29219430333080526,0.483047807966027,3,3.4369559791869384,1.1449450911195975,3,2.679469190859207,1.1310329829095616,3,2.107799168811406,0.5631203568902587,3,-3.337462929552404,2.8727758319605323,3,-0.023742094719726853,0.7556640681675536,3,0.9747971073384799,0.0064047364024163,3,0.9155565499912234,0.05603972279626076,3,0.3498674555737263,0.13163402569759944,3,0.14589494439716064,0.28595409101843483,0.015777975031781744,0.030924831062292216,0.27888778196064434,0.546620052642863,0.6610343565652402,1.2956273388678707,0.6530021971451808,1.2798843064045544,0.32511768963674903,0.637230671688028,1.6585978999038646,3.2508518838115745,0.4362828531734648,0.8551143922199911,0.0036977762860236464,0.007247641520606347,0.03235454904173316,0.06341491612179699,0.07599894017102315,0.1489579227352054
